,scientific_name,park_name,observations,category,common_names,conservation_status
5666,Carex prasina,Bryce National Park,124,Vascular Plant,Drooping Sedge,
5667,Plethodon jordani,Yosemite National Park,134,Amphibian,"Appalachian Salamander, Jordan's Salamander",
5668,Notropis leuciodus,Great Smoky Mountains National Park,58,Fish,Tennessee Shiner,
5669,Vitis aestivalis var. aestivalis,Great Smoky Mountains National Park,66,Vascular Plant,Summer Grape,
5670,Vireo olivaceus,Yosemite National Park,139,Bird,Red-Eyed Vireo,
5671,Carex pellita,Great Smoky Mountains National Park,33,Vascular Plant,Woolly Sedge,
5672,Viola rostrata,Yosemite National Park,172,Vascular Plant,"Beaked Violet, Long-Spur Violet",
5673,Paronychia argyrocoma,Yellowstone National Park,282,Vascular Plant,Silvery Nailwort,
5674,Lycopus americanus,Yellowstone National Park,224,Vascular Plant,American Bugleweed,
5675,Leucodon brachypus var. andrewsianus,Bryce National Park,122,Nonvascular Plant,Andrews' Lecodon Moss,
5676,Triteleia lugens,Yosemite National Park,166,Vascular Plant,Coast Range Triteleia,
5677,Schlotheimia rugifolia,Yellowstone National Park,250,Nonvascular Plant,Ruggedleaf Schlotheimia Moss,
5678,Cleistes bifaria,Yellowstone National Park,250,Vascular Plant,Cleistes,
5679,Calidris alba,Bryce National Park,75,Bird,Sanderling,
5680,Pyrola minor,Yosemite National Park,145,Vascular Plant,"Lesser Wintergreen, Snowline Wintergreen",
5681,Campostoma oligolepis,Yosemite National Park,153,Fish,Largescale Stoneroller,
5682,Junco hyemalis oreganus,Yosemite National Park,127,Bird,Oregon Junco,
5683,Brassica napus,Yellowstone National Park,270,Vascular Plant,Rape,
5684,Physalis pubescens var. integrifolia,Yellowstone National Park,241,Vascular Plant,Husk Tomato,
5685,Ameiurus melas,Bryce National Park,100,Fish,Black Bullhead,
5686,Storeria occipitomaculata occipitomaculata,Great Smoky Mountains National Park,44,Reptile,Northern Redbelly Snake,
5687,Clangula hyemalis,Great Smoky Mountains National Park,70,Bird,"Long-Tailed Duck, Oldsquaw",
5688,Thelypodium sagittatum,Bryce National Park,121,Vascular Plant,"Arrow Thelypody, Slender Thelypody",
5689,Mentzelia laevicaulis var. laevicaulis,Bryce National Park,130,Vascular Plant,Smoothstem Blazingstar,
5690,Empidonax occidentalis,Yellowstone National Park,237,Bird,Cordilleran Flycatcher,
5691,Polygonum cilinode,Yosemite National Park,148,Vascular Plant,"Fringed Black Bindweed, Fringed Climbing Buckwheat",
5692,Artemisia norvegica ssp. saxatilis,Yosemite National Park,157,Vascular Plant,Boreal Sagebrush,
5693,Platanthera sparsiflora,Great Smoky Mountains National Park,64,Vascular Plant,"Canyon Bog Orchid, Sparse-Flowered Bog Orchid",
5694,Stewartia ovata,Yosemite National Park,155,Vascular Plant,"Mountain Camellia, Mountain Stewartia",
5695,Melospiza georgiana,Bryce National Park,95,Bird,Swamp Sparrow,
5696,Eriogonum spergulinum var. reddingianum,Yosemite National Park,133,Vascular Plant,Redding Buckwheat,
5697,Oncorhynchus clarki behnkei,Yosemite National Park,192,Fish,Finespotted Snake River Cutthroat Trout,
5698,Carex rosea,Bryce National Park,99,Vascular Plant,"A Sedge, Roseate Sedge",
5699,Pseudoroegneria spicata,Bryce National Park,134,Vascular Plant,"Bluebunch Wheatgrass, Bluebunch-Wheat Grass",
5700,Tetradymia canescens,Great Smoky Mountains National Park,80,Vascular Plant,"Gray Horsebrush, Spineless Horsebrush",
5701,Silene virginica,Great Smoky Mountains National Park,66,Vascular Plant,Fire Pink,
5702,Ericameria arborescens,Yellowstone National Park,266,Vascular Plant,Goldenfleece,
5703,Calochortus vestae,Yosemite National Park,173,Vascular Plant,Coast Range Mariposa Lily,
5704,Linum intercursum,Bryce National Park,120,Vascular Plant,Sandplain Flax,
5705,Magnolia grandiflora,Yosemite National Park,152,Vascular Plant,"Large-Flower Magnolia, Southern Magnolia",
5706,Horkelia californica ssp. dissita,Great Smoky Mountains National Park,105,Vascular Plant,California Horkelia,
5707,Polygonum coccineum,Yellowstone National Park,229,Vascular Plant,Longroot Smartweed,
5708,Elsholtzia ciliata,Yosemite National Park,167,Vascular Plant,Crested Latesummer Mint,
5709,Equisetum laevigatum,Great Smoky Mountains National Park,89,Vascular Plant,"Horsetail, Smooth Horsetail, Smooth Scouringrush, Smooth Scouring-Rush",
5710,Rhododendron calendulaceum,Yellowstone National Park,264,Vascular Plant,Flame Azalea,
5711,Dicranum fulvum,Yosemite National Park,123,Nonvascular Plant,Dicranum Moss,
5712,Aconitum columbianum,Great Smoky Mountains National Park,77,Vascular Plant,Columbian Monkshood,
5713,Draba globosa,Great Smoky Mountains National Park,39,Vascular Plant,Beavertip Draba,
5714,Sterna forsteri,Great Smoky Mountains National Park,85,Bird,Forster's Tern,
5715,Hygrohypnum subeugyrium,Yosemite National Park,144,Nonvascular Plant,Hygrohypnum Moss,
5716,Phacelia racemosa,Great Smoky Mountains National Park,59,Vascular Plant,Racemose Phacelia,
5717,Phacelia hydrophylloides,Great Smoky Mountains National Park,77,Vascular Plant,Waterleaf Phacelia,
5718,Veronica verna,Yosemite National Park,164,Vascular Plant,Spring Speedwell,
5719,Sematophyllum demissum,Great Smoky Mountains National Park,66,Nonvascular Plant,Sematophyllum Moss,
5720,Draba aurea,Great Smoky Mountains National Park,66,Vascular Plant,"Golden Draba, Golden Whitlowgrass",
5721,Eleocharis quinqueflora,Yellowstone National Park,243,Vascular Plant,"Fewflower Spikerush, Few-Flower Spikerush, Few-Flower Spike-Rush, Fewflowered Spikesedge",
5722,Thermopsis mollis var. mollis,Great Smoky Mountains National Park,86,Vascular Plant,Softbush-Pea,
5723,Desmodium ciliare,Great Smoky Mountains National Park,70,Vascular Plant,"Hairy Small-Leaved Tick-Treefoil, Small-Leaved Tick-Trefoil",
5724,Anastrophyllum saxicola,Great Smoky Mountains National Park,78,Nonvascular Plant,Anastrophyllum,
5725,Monarda fistulosa,Yosemite National Park,163,Vascular Plant,Wild Bergamot Bee-Balm,
5726,Falco peregrinus,Yellowstone National Park,232,Bird,Peregrine Falcon,Species of Concern
5727,Carex crebriflora,Yellowstone National Park,263,Vascular Plant,Coastalplain Sedge,
5728,Cryptobranchus alleganiensis alleganiensis,Yellowstone National Park,224,Amphibian,Eastern Hellbender,Species of Concern
5729,Hylotelephium telephioides,Yosemite National Park,157,Vascular Plant,Allegheny Stonecrop,
5730,Agoseris elata,Bryce National Park,114,Vascular Plant,Tall Agoseris,
5731,Bromus arenarius,Great Smoky Mountains National Park,64,Vascular Plant,Australian Brome,
5732,Zannichellia palustris,Bryce National Park,80,Vascular Plant,"Horned Pondweed, Horned Poolmat, Horned-Pondweed",
5733,Acalypha virginica,Great Smoky Mountains National Park,80,Vascular Plant,"Virginia Copperleaf, Virginia Threeseed Mercury",
5734,Clarkia australis,Great Smoky Mountains National Park,87,Vascular Plant,Small's Southern Clarkia,
5735,Setaria viridis,Bryce National Park,84,Vascular Plant,"Green Bristle Grass, Green Foxtail",
5736,Salix orestera,Yellowstone National Park,250,Vascular Plant,Sierra Willow,
5737,Certhia americana,Bryce National Park,79,Bird,Brown Creeper,Species of Concern
5738,Sonchus asper,Bryce National Park,115,Vascular Plant,"Spiney-Leaved Sonchus, Spiny-Leaf Sowthistle",
5739,Symphyotrichum falcatum var. commutatum,Yosemite National Park,142,Vascular Plant,White Prairie Aster,
5740,Cuscuta pentagona var. pentagona,Great Smoky Mountains National Park,90,Vascular Plant,Field Dodder,
5741,Carex misera,Yosemite National Park,148,Vascular Plant,"Miserable Sedge, Wretched Sedge",
5742,Potamogeton pusillus var. tenuissimus,Bryce National Park,58,Vascular Plant,Small Pondweed,
5743,Lycopus uniflorus,Great Smoky Mountains National Park,58,Vascular Plant,"Bugleweed, Northern Bugleweed",
5744,Luzula comosa,Great Smoky Mountains National Park,73,Vascular Plant,Pacific Woodrush,
5745,Oenothera linifolia,Yellowstone National Park,224,Vascular Plant,Threadleaf Eveningprimrose,
5746,Carex intumescens,Bryce National Park,138,Vascular Plant,Intumescent Sedge,
5747,Lactuca graminifolia,Great Smoky Mountains National Park,63,Vascular Plant,Grassleaf Lettuce,
5748,Sidalcea reptans,Yosemite National Park,189,Vascular Plant,Sierra Checkerbloom,
5749,Cyperus strigosus,Yosemite National Park,128,Vascular Plant,"Straw-Colored Flatsedge, Umbrella-Sedge",
5750,Arenaria congesta var. suffrutescens,Yellowstone National Park,264,Vascular Plant,Suffrutescent Sandwort,
5751,Oryzopsis asperifolia,Yellowstone National Park,231,Vascular Plant,"Roughleaf Ricegrass, White-Grain Mountain-Rice Gras",
5752,Catharus fuscescens,Yellowstone National Park,200,Bird,Veery,
5753,Silene latifolia ssp. alba,Yellowstone National Park,258,Vascular Plant,Bladder Campion,
5754,Viola arvensis,Yellowstone National Park,275,Vascular Plant,Field Pansy,
5755,Noccaea montana,Yosemite National Park,167,Vascular Plant,Alpine Pennycress,
5756,Navarretia divaricata ssp. divaricata,Bryce National Park,95,Vascular Plant,Divaricate Navarretia,
5757,Sorex hoyi,Yosemite National Park,141,Mammal,Pygmy Shrew,
5758,Mimulus angustatus,Yosemite National Park,146,Vascular Plant,Purplelip Pansy Monkeyflower,
5759,Cornus nuttallii,Great Smoky Mountains National Park,48,Vascular Plant,Pacific Dogwood,
5760,Mimulus cardinalis,Yellowstone National Park,226,Vascular Plant,"Crimson Monkeyflower, Scarlet Monkeyflower, Scarlet Monkey-Flower",
5761,Myiarchus crinitus,Yellowstone National Park,298,Bird,Great Crested Flycatcher,
5762,Collinsonia verticillata,Yosemite National Park,126,Vascular Plant,Whorled Horsebalm,
5763,Digitaria ciliaris,Bryce National Park,91,Vascular Plant,Southern Crabgrass,
5764,Eriogonum spergulinum var. reddingianum,Yellowstone National Park,242,Vascular Plant,Redding Buckwheat,
5765,Desmognathus imitator,Bryce National Park,103,Amphibian,Imitator Salamander,
5766,Astragalus kentrophyta var. danaus,Yellowstone National Park,231,Vascular Plant,Spiny Milkvetch,
5767,Ranunculus fascicularis,Yosemite National Park,173,Vascular Plant,Early Buttercup,
5768,Agoseris heterophylla,Great Smoky Mountains National Park,92,Vascular Plant,"Annual Agoseris, Annual Goatsbeard, Mountain Dandelion",
5769,Arnica cordifolia,Yosemite National Park,183,Vascular Plant,"Heartleaf Arnica, Heart-Leaf Leopardbane",
5770,Lepidium perfoliatum,Yosemite National Park,150,Vascular Plant,"Clasping Pepperweed, Clasping Pepperwort, Claspingleaf Pepperweed",
5771,Epilobium saximontanum,Great Smoky Mountains National Park,81,Vascular Plant,"Rocky Mountain Willowherb, Rocky Mountain Willowweed",
5772,Lepidium densiflorum var. densiflorum,Yellowstone National Park,227,Vascular Plant,"Common Pepperweed, Miner's Pepperwort",
5773,Draba lemmonii var. lemmonii,Great Smoky Mountains National Park,101,Vascular Plant,"Granite Draba, Lemmon's Draba",
5774,Danthonia intermedia,Yellowstone National Park,240,Vascular Plant,Timber Oatgrass,
5775,Antennaria media,Yosemite National Park,180,Vascular Plant,Rocky Mountain Pussytoes,
5776,Allophyllum divaricatum,Yellowstone National Park,205,Vascular Plant,Purple False Gilyflower,
5777,Malva sylvestris,Bryce National Park,109,Vascular Plant,"High Cheeseweed, High Mallow",
5778,Dichanthelium sphaerocarpon,Yellowstone National Park,234,Vascular Plant,Roundfruit Panic Grass,
5779,Packera cana,Yellowstone National Park,252,Vascular Plant,Woolly Groundsel,
5780,Agrostis pallens,Great Smoky Mountains National Park,50,Vascular Plant,Seashore Bentgrass,
5781,Vaccaria hispanica,Bryce National Park,141,Vascular Plant,"Cow Soapwort, Cowcockle, Field Vaccaria",
5782,Carex atherodes,Bryce National Park,96,Vascular Plant,"Awned Sedge, Slough Sedge, Wheat Sedge",
5783,Dulichium arundinaceum,Yosemite National Park,160,Vascular Plant,Three-Way Sedge,
5784,Ostrya virginiana,Yellowstone National Park,244,Vascular Plant,"Eastern Hop-Hornbeam, Hop-Hornbeam",
5785,Neotoma floridana,Great Smoky Mountains National Park,78,Mammal,Eastern Woodrat,
5786,Potamogeton epihydrus,Bryce National Park,102,Vascular Plant,"Nuttall Pondweed, Ribbonleaf Pondweed",
5787,Eriogonum hirtiflorum,Great Smoky Mountains National Park,76,Vascular Plant,Hairyflower Buckwheat,
5788,Oclemena acuminata,Yosemite National Park,162,Vascular Plant,Whorled Wood Aster,
5789,Pyrrocoma apargioides,Great Smoky Mountains National Park,73,Vascular Plant,Alpineflames,
5790,Tachycineta bicolor,Yellowstone National Park,190,Bird,Tree Swallow,Species of Concern
5791,Geum vernum,Yosemite National Park,146,Vascular Plant,"Early Avens, Spring Avens",
5792,Carex illota,Great Smoky Mountains National Park,76,Vascular Plant,"Sheep Sedge, Smallhead Sedge",
5793,Abies fraseri,Yosemite National Park,110,Vascular Plant,Fraser Fir,Species of Concern
5794,Noturus flavus,Bryce National Park,72,Fish,Stonecat,
5795,Polygonum amphibium var. emersum,Bryce National Park,75,Vascular Plant,Knotweed,
5796,Clematis ochroleuca,Yellowstone National Park,252,Vascular Plant,Curlyheads,
5797,Viola sororia var. affinis,Great Smoky Mountains National Park,58,Vascular Plant,Sand Violet,
5798,Selasphorus calliope,Yellowstone National Park,238,Bird,Calliope Hummingbird,
5799,Cleome hassleriana,Bryce National Park,120,Vascular Plant,Spider Flower,
5800,Styrax grandifolius,Bryce National Park,79,Vascular Plant,Bigleaf Snowbell,
5801,Cardamine breweri var. breweri,Yosemite National Park,134,Vascular Plant,Brewer's Bittercress,
5802,Bromus latiglumis,Bryce National Park,73,Vascular Plant,Earlyleaf Brome,
5803,Acer rubrum var. rubrum,Bryce National Park,114,Vascular Plant,Red Maple,
5804,Empidonax traillii,Great Smoky Mountains National Park,94,Bird,Willow Flycatcher,Species of Concern
5805,Lepidium virginicum var. virginicum,Yellowstone National Park,250,Vascular Plant,"Poorman's-Pepperwort, Virginia Pepperweed",
5806,Malva neglecta,Great Smoky Mountains National Park,80,Vascular Plant,"Common Mallow, Dwarf Cheeseweed",
5807,Elymus canadensis var. canadensis,Yellowstone National Park,243,Vascular Plant,Canada Wildrye,
5808,Bazzania nudicaulis,Yosemite National Park,134,Nonvascular Plant,Bazzania,Species of Concern
5809,Tilia americana var. americana,Yellowstone National Park,261,Vascular Plant,American Basswood,
5810,Chondestes grammacus,Yosemite National Park,155,Bird,Lark Sparrow,
5811,Hygrohypnum ochraceum,Yosemite National Park,141,Nonvascular Plant,Hygrohypnum Moss,
5812,Sitta pygmaea,Yosemite National Park,157,Bird,Pygmy Nuthatch,
5813,Monarda clinopodia,Bryce National Park,92,Vascular Plant,"Basal Bee-Balm, Horse-Mint",
5814,Betula alleghaniensis var. alleghaniensis,Great Smoky Mountains National Park,74,Vascular Plant,Yellow Birch,
5815,Dicranum undulatum,Yosemite National Park,166,Nonvascular Plant,Bog Broom-Moss,
5816,Carex paysonis,Great Smoky Mountains National Park,83,Vascular Plant,"Payson Sedge, Payson's Sedge",
5817,Polemonium occidentale,Yellowstone National Park,255,Vascular Plant,"Western Jacob's-Ladder, Western Polemonium",
5818,Neotamias umbrinus,Yellowstone National Park,285,Mammal,Uinta Chipmunk,
5819,Ambrosia bidentata,Great Smoky Mountains National Park,90,Vascular Plant,Lanceleaf Ragweed,
5820,Orthocarpus cuspidatus ssp. cryptanthus,Yosemite National Park,159,Vascular Plant,"Cryptantha Owlclover, Cryptantha Owl's-Clover",
5821,Bryoandersonia illecebra,Great Smoky Mountains National Park,65,Nonvascular Plant,Bryoandersonia Moss,
5822,Camelina sativa,Yosemite National Park,144,Vascular Plant,Gold-Of-Pleasure,
5823,Galactia regularis,Yellowstone National Park,221,Vascular Plant,"Eastern Milk-Pea, Milk Pea",
5824,Tamarix chinensis,Bryce National Park,53,Vascular Plant,"China Tamarisk, Chinese Saltcedar, Chinese Tamarisk, Fivestamen Tamarisk, Five-Stamen Tamarisk, Saltcedar, Tamarisk, Tamarix",
5825,Buckleya distichophylla,Yosemite National Park,135,Vascular Plant,Piratebush,Species of Concern
5826,Mergus merganser,Yosemite National Park,145,Bird,Common Merganser,
5827,Buteo swainsoni,Great Smoky Mountains National Park,59,Bird,Swainson's Hawk,
5828,Nuttallanthus canadensis,Great Smoky Mountains National Park,56,Vascular Plant,Old-Field Toadflax,
5829,Pycnanthemum pycnanthemoides,Yellowstone National Park,253,Vascular Plant,Southern Mountainmint,
5830,Festuca subulata,Yosemite National Park,158,Vascular Plant,"Bearded Fescue, Nodding Fescue",
5831,Gaultheria humifusa,Yosemite National Park,144,Vascular Plant,"Alpine Spicywintergreen, Western Wintergreen",
5832,Heracleum maximum,Bryce National Park,129,Vascular Plant,Common Cowparsnip,
5833,Draba breweri,Great Smoky Mountains National Park,97,Vascular Plant,Cushion Draba,
5834,Erysimum inconspicuum,Yosemite National Park,191,Vascular Plant,"Shy Wallflower, Smallflower Wallflower",
5835,Pseudacris crucifer crucifer,Yosemite National Park,109,Amphibian,Northern Spring Peeper,
5836,Peromyscus gossypinus,Yellowstone National Park,261,Mammal,Cotton Mouse,
5837,Callitriche hermaphroditica,Yellowstone National Park,213,Vascular Plant,"Autumn Waterstarwort, Autumn Water-Starwort, Northern Waterstarwort, Northern Water-Starwort, Scarlet Waterstarwort",
5838,Oporornis agilis,Yosemite National Park,131,Bird,Connecticut Warbler,
5839,Ribes hudsonianum,Yosemite National Park,163,Vascular Plant,"Black Currant, Northern Black Currant",
5840,Matelea obliqua,Yellowstone National Park,265,Vascular Plant,Climbing Milkvine,
5841,Atriplex patula,Bryce National Park,91,Vascular Plant,"Halberd-Leaf Orache, Spear Orach, Spear Saltbush, Spear Saltweed, Spear-Scale, Spreading Orache",
5842,Asplenium resiliens,Yellowstone National Park,249,Vascular Plant,"Black-Stem Spleenwort, Black-Stemmed Spleenwort",
5843,Myotis keenii,Bryce National Park,86,Mammal,Keen's Myotis,Species of Concern
5844,Rhododendron viscosum,Bryce National Park,91,Vascular Plant,"Clammy Azalea, Swamp Azalea",
5845,Calidris mauri,Yellowstone National Park,233,Bird,Western Sandpiper,
5846,Phacelia racemosa,Bryce National Park,134,Vascular Plant,Racemose Phacelia,
5847,Osmorhiza depauperata,Yellowstone National Park,236,Vascular Plant,"Blunt-Fruit Sweet-Cicely, Bluntseed Sweetroot",
